Ticker;Price;Qty;SOURCE;TIME
VHOZ1 Index;23,5;500;;25.09.2020 17:48
VHOZ1 Index;22,5;5000;;28.09.2020 10:32
VHOZ1 Index;22,5;5000;;28.09.2020 14:59
VHOZ1 Index;22,5;3000;;28.09.2020 17:33
VHOZ1 Index;22,5;5000;;29.09.2020 11:45
VHOZ1 Index;23;100;;29.09.2020 12:45
VHOZ1 Index;23;2500;;02.10.2020 11:50
VHOZ1 Index;22,5;1500;;02.10.2020 15:27
VHOZ1 Index;22,5;2000;;05.10.2020 15:12
VHOZ1 Index;22,5;5000;;05.10.2020 16:22
VHOZ1 Index;22,5;4000;;05.10.2020 16:27
VHOZ1 Index;22,5;5000;;05.10.2020 17:09
VHOZ1 Index;22,5;2500;;05.10.2020 17:45
VHOZ1 Index;23,5;2000;;06.10.2020 09:44
VHOZ1 Index;22;3000;;06.10.2020 16:18
VHOZ1 Index;22;3000;;06.10.2020 16:26
VHOZ1 Index;22;2000;;06.10.2020 16:31
VHOZ1 Index;21,5;5000;;06.10.2020 17:37
VHOZ1 Index;22;4000;;07.10.2020 12:37
VHOZ1 Index;22;3000;;09.10.2020 11:42
VHOZ1 Index;22;2000;;09.10.2020 15:55
VHOZ1 Index;22;2000;;09.10.2020 16:44
VHOZ1 Index;22;2000;;09.10.2020 17:13
VHOZ1 Index;22,5;5000;;13.10.2020 12:36
VHOZ1 Index;23;2000;;13.10.2020 14:20
VHOZ1 Index;23,5;1000;;13.10.2020 14:28
VHOZ1 Index;23;5000;;13.10.2020 14:31
VHOZ1 Index;23,5;7000;;13.10.2020 15:03
VHOZ1 Index;23,5;3000;;13.10.2020 15:44
VHOZ1 Index;24,5;2000;;14.10.2020 10:26
VHOZ1 Index;24;2500;;14.10.2020 17:34
VHOZ1 Index;22,5;1000;;16.10.2020 16:19
VHOZ1 Index;22;100;;20.10.2020 15:38
VHOZ1 Index;22;10000;;20.10.2020 16:22
VHOZ1 Index;22;2500;;20.10.2020 16:49
VHOZ1 Index;22;2500;;20.10.2020 16:51
VHOZ1 Index;23;2000;;22.10.2020 17:47
VHOZ1 Index;22;500;;26.10.2020 11:37
VHOZ1 Index;22,5;500;;26.10.2020 11:38
VHOZ1 Index;22;500;;26.10.2020 15:38
VHOZ1 Index;22;100;;26.10.2020 17:01
VHOZ1 Index;23;2000;;27.10.2020 10:25
VHOZ1 Index;22;1000;;27.10.2020 14:47
VHOZ1 Index;21;10000;;28.10.2020 13:14
VHOZ1 Index;21;7000;;28.10.2020 13:52
VHOZ1 Index;21;5000;;28.10.2020 16:16
VHOZ1 Index;21,5;7000;;28.10.2020 16:17
VHOZ1 Index;21,5;3000;;28.10.2020 16:20
VHOZ1 Index;22,5;100;;28.10.2020 17:31
VHOZ1 Index;21;5000;;29.10.2020 10:24
VHOZ1 Index;21;5000;;29.10.2020 10:38
VHOZ1 Index;21;5000;;29.10.2020 10:44
VHOZ1 Index;21,5;5000;;29.10.2020 11:44
VHOZ1 Index;22;5000;;29.10.2020 12:24
VHOZ1 Index;22;350;;29.10.2020 12:30
VHOZ1 Index;22;200;;29.10.2020 12:32
VHOZ1 Index;22;2000;;29.10.2020 14:04
VHOZ1 Index;21,5;5000;;29.10.2020 15:42
VHOZ1 Index;22;5000;;30.10.2020 14:01
VHOZ1 Index;22;11000;;30.10.2020 14:01
VHOZ1 Index;22;2000;;30.10.2020 14:32
VHOZ1 Index;22,5;2000;;02.11.2020 10:33
VHOZ1 Index;22,5;5000;;02.11.2020 14:16
VHOZ1 Index;23;5000;;02.11.2020 14:54
VHOZ1 Index;23;5000;;02.11.2020 17:24
VHOZ1 Index;23;5000;;02.11.2020 17:26
VHOZ1 Index;23,5;5000;;03.11.2020 15:23
VHOZ1 Index;23,5;600;;03.11.2020 15:46
VHOZ2 Index;47;10000;;02.12.2019 17:29
VHOZ2 Index;46,5;5000;;04.12.2019 12:52
VHOZ2 Index;46,5;2000;;04.12.2019 13:19
VHOZ2 Index;46;2500;;10.12.2019 15:07
VHOZ2 Index;46,5;2500;;10.12.2019 15:07
VHOZ2 Index;46,5;2500;;11.12.2019 10:31
VHOZ2 Index;46;2500;;11.12.2019 10:31
VHOZ2 Index;46;3000;;11.12.2019 15:47
VHOZ2 Index;46,5;3000;;11.12.2019 15:53
VHOZ2 Index;46,5;2000;;11.12.2019 16:11
VHOZ2 Index;46,5;2000;;11.12.2019 16:14
VHOZ2 Index;46,5;3000;;12.12.2019 13:17
VHOZ2 Index;46,5;1000;;12.12.2019 14:05
VHOZ2 Index;47;3000;;13.12.2019 15:21
VHOZ2 Index;47;3000;;13.12.2019 16:00
VHOZ2 Index;46,5;1250;;17.12.2019 17:55
VHOZ2 Index;47;1250;;17.12.2019 17:55
VHOZ2 Index;47;3000;;18.12.2019 10:01
VHOZ2 Index;48;600;;20.12.2019 16:16
VHOZ2 Index;47,5;4000;;20.12.2019 17:15
VHOZ2 Index;46;5000;;07.01.2020 13:24
VHOZ2 Index;46;5000;;08.01.2020 13:33
VHOZ2 Index;46;3000;;08.01.2020 13:34
VHOZ2 Index;46;2000;;08.01.2020 13:52
VHOZ2 Index;45;200;;08.01.2020 15:56
VHOZ2 Index;45,5;200;;08.01.2020 15:56
VHOZ2 Index;46;5000;;08.01.2020 17:32
VHOZ2 Index;44,5;4000;;09.01.2020 14:04
VHOZ2 Index;44;126;;09.01.2020 17:05
VHOZ2 Index;44,5;125;;09.01.2020 17:05
VHOZ2 Index;44,5;3000;;13.01.2020 13:52
VHOZ2 Index;44,5;4000;;13.01.2020 17:15
VHOZ2 Index;44,5;3000;;13.01.2020 17:16
VHOZ2 Index;44;5000;;15.01.2020 10:34
VHOZ2 Index;44;2500;;15.01.2020 11:13
VHOZ2 Index;44;2000;;20.01.2020 13:40
VHOZ2 Index;44,5;2000;;20.01.2020 13:40
VHOZ2 Index;44;5000;;23.01.2020 10:24
VHOZ2 Index;44,5;4000;;24.01.2020 12:00
VHOZ2 Index;44,5;15000;;24.01.2020 12:40
VHOZ2 Index;44;600;;28.01.2020 14:49
VHOZ2 Index;45;1000;;31.01.2020 16:00
VHOZ2 Index;45,5;1000;;31.01.2020 16:00
VHOZ2 Index;45;2500;;31.01.2020 16:21
VHOZ2 Index;45,5;2500;;31.01.2020 16:21
VHOZ2 Index;46;2000;;03.02.2020 13:44
VHOZ2 Index;46;3000;;03.02.2020 13:44
VHOZ2 Index;44,5;1500;;05.02.2020 12:27
VHOZ2 Index;45;1500;;05.02.2020 12:27
VHOZ2 Index;45;5500;;05.02.2020 16:42
VHOZ2 Index;44;2500;;06.02.2020 14:33
VHOZ2 Index;44,5;2500;;06.02.2020 14:33
VHOZ2 Index;44;2500;;06.02.2020 14:42
VHOZ2 Index;44;1000;;06.02.2020 14:43
VHOZ2 Index;44,5;1000;;06.02.2020 14:43
VHOZ2 Index;43;5000;;11.02.2020 12:29
VHOZ2 Index;43;5000;;13.02.2020 10:17
VHOZ2 Index;43;5000;;13.02.2020 10:34
VHOZ2 Index;43,5;3000;;14.02.2020 13:06
VHOZ2 Index;44;3000;;14.02.2020 13:06
VHOZ2 Index;43,5;1000;;14.02.2020 13:20
VHOZ2 Index;44;1000;;14.02.2020 13:20
VHOZ2 Index;44;2000;;14.02.2020 16:32
VHOZ2 Index;44;2000;;14.02.2020 17:07
VHOZ2 Index;44,5;2500;;17.02.2020 12:58
VHOZ2 Index;45;2500;;17.02.2020 12:58
VHOZ2 Index;44,5;2500;;17.02.2020 13:20
VHOZ2 Index;45;2500;;17.02.2020 13:20
VHOZ2 Index;45;400;;19.02.2020 12:08
VHOZ2 Index;45;4000;;19.02.2020 12:42
VHOZ2 Index;45;5000;;19.02.2020 13:59
VHOZ2 Index;45;1000;;19.02.2020 15:18
VHOZ2 Index;46,5;3000;;25.02.2020 15:16
VHOZ2 Index;47;7500;;26.02.2020 14:28
VHOZ2 Index;47;3000;;26.02.2020 15:36
VHOZ2 Index;46,5;2500;;26.02.2020 17:05
VHOZ2 Index;47;2500;;26.02.2020 17:05
VHOZ2 Index;47;5000;;27.02.2020 12:33
VHOZ2 Index;47;9000;;27.02.2020 15:26
VHOZ2 Index;47,5;4470;;28.02.2020 09:50
VHOZ2 Index;47;2000;;28.02.2020 11:59
VHOZ2 Index;48,5;525;;28.02.2020 12:40
VHOZ2 Index;47;2000;;28.02.2020 12:59
VHOZ2 Index;47;1000;;28.02.2020 14:55
VHOZ2 Index;47;3000;;28.02.2020 16:12
VHOZ2 Index;47,5;5000;;28.02.2020 16:37
VHOZ2 Index;46;5900;;02.03.2020 09:26
VHOZ2 Index;46,5;6000;;02.03.2020 09:28
VHOZ2 Index;46,5;6000;;02.03.2020 11:31
VHOZ2 Index;46,5;5000;;02.03.2020 11:33
VHOZ2 Index;47,5;6000;;02.03.2020 12:44
VHOZ2 Index;46;7300;;03.03.2020 11:01
VHOZ2 Index;46,5;7400;;04.03.2020 09:48
VHOZ2 Index;45,5;2500;;04.03.2020 12:51
VHOZ2 Index;46;2500;;04.03.2020 12:51
VHOZ2 Index;47,5;1500;;05.03.2020 13:59
VHOZ2 Index;47;1500;;05.03.2020 13:59
VHOZ2 Index;50;2000;;06.03.2020 11:51
VHOZ2 Index;51,5;3000;;06.03.2020 13:40
VHOZ2 Index;52;150;;06.03.2020 14:28
VHOZ2 Index;53;4000;;06.03.2020 14:40
VHOZ2 Index;50;10;;06.03.2020 15:59
VHOZ2 Index;51;2000;;06.03.2020 17:30
VHOZ2 Index;54;5000;;09.03.2020 16:03
VHOZ2 Index;53;160;;11.03.2020 14:06
VHOZ2 Index;55;3000;;11.03.2020 17:50
VHOZ2 Index;60;2000;;12.03.2020 12:45
VHOZ2 Index;60,5;3000;;12.03.2020 18:26
VHOZ2 Index;60,5;3000;;12.03.2020 18:33
VHOZ2 Index;56,5;8000;;13.03.2020 13:06
VHOZ2 Index;66;5000;;16.03.2020 15:42
VHOZ2 Index;70;2951;;16.03.2020 16:50
VHOZ2 Index;63;2500;;17.03.2020 10:22
VHOZ2 Index;63;2000;;17.03.2020 12:51
VHOZ2 Index;60;5000;;17.03.2020 13:15
VHOZ2 Index;38;5000;;18.03.2020 16:38
VHOZ2 Index;35;4000;;18.03.2020 17:30
VHOZ2 Index;50;11000;;19.03.2020 10:40
VHOZ2 Index;48;5000;;19.03.2020 11:45
VHOZ2 Index;42;3000;;19.03.2020 11:47
VHOZ2 Index;44;2000;;19.03.2020 11:54
VHOZ2 Index;45;5051;;19.03.2020 11:57
VHOZ2 Index;41;3500;;25.03.2020 16:40
VHOZ2 Index;36,5;5000;;26.03.2020 16:39
VHOZ2 Index;40;400;;27.03.2020 16:41
VHOZ2 Index;35;5000;;30.03.2020 17:42
VHOZ2 Index;35;5000;;30.03.2020 17:42
VHOZ2 Index;35;8000;;02.04.2020 12:34
VHOZ2 Index;35;10000;;02.04.2020 13:08
VHOZ2 Index;38;3000;;03.04.2020 13:14
VHOZ2 Index;38;4000;;03.04.2020 14:40
VHOZ2 Index;38;5000;;03.04.2020 14:46
VHOZ2 Index;38;3000;;03.04.2020 15:14
VHOZ2 Index;38;1000;;03.04.2020 15:22
VHOZ2 Index;40;1000;;03.04.2020 15:28
VHOZ2 Index;42;5000;;06.04.2020 16:15
VHOZ2 Index;41;200;;07.04.2020 10:06
VHOZ2 Index;43;200;;08.04.2020 11:59
VHOZ2 Index;47;5000;;08.04.2020 12:41
VHOZ2 Index;47;3000;;08.04.2020 13:38
VHOZ2 Index;47,5;5000;;08.04.2020 15:19
VHOZ2 Index;48;5000;;09.04.2020 16:43
VHOZ2 Index;48;5000;;09.04.2020 16:47
VHOZ2 Index;48;5000;;09.04.2020 16:57
VHOZ2 Index;49;5000;;17.04.2020 12:02
VHOZ2 Index;48;5000;;17.04.2020 13:59
VHOZ2 Index;49;5000;;17.04.2020 14:06
VHOZ2 Index;48;5000;;17.04.2020 14:34
VHOZ2 Index;48;2000;;22.04.2020 12:04
VHOZ2 Index;49,5;5000;;22.04.2020 13:23
VHOZ2 Index;54;1;;24.04.2020 16:58
VHOZ2 Index;47;5000;;28.04.2020 13:19
VHOZ2 Index;47;5000;;28.04.2020 13:35
VHOZ2 Index;46;100;;28.04.2020 13:37
VHOZ2 Index;47;3000;;29.04.2020 13:06
VHOZ2 Index;48;4000;;30.04.2020 11:44
VHOZ2 Index;48,5;2500;;04.05.2020 15:49
VHOZ2 Index;48;2000;;05.05.2020 11:49
VHOZ2 Index;48;4000;;05.05.2020 11:49
VHOZ2 Index;48,5;5000;;05.05.2020 11:56
VHOZ2 Index;48;5000;;05.05.2020 15:22
VHOZ2 Index;48;5000;;05.05.2020 16:30
VHOZ2 Index;48;5000;;05.05.2020 16:56
VHOZ2 Index;49,5;500;;06.05.2020 13:08
VHOZ2 Index;49,5;2500;;06.05.2020 16:47
VHOZ2 Index;50;5000;;06.05.2020 16:56
VHOZ2 Index;49,5;2000;;06.05.2020 17:02
VHOZ2 Index;50;2000;;06.05.2020 17:23
VHOZ2 Index;51,5;3000;;08.05.2020 14:05
VHOZ2 Index;52,5;4000;;08.05.2020 15:11
VHOZ2 Index;52,5;3000;;08.05.2020 15:18
VHOZ2 Index;52;2000;;08.05.2020 15:23
VHOZ2 Index;51,5;2500;;11.05.2020 15:05
VHOZ2 Index;51,5;5000;;11.05.2020 15:08
VHOZ2 Index;51,5;5000;;11.05.2020 15:27
VHOZ2 Index;53,5;4000;;13.05.2020 15:23
VHOZ2 Index;54;2000;;14.05.2020 10:47
VHOZ2 Index;55;250;;14.05.2020 15:43
VHOZ2 Index;52,5;2000;;18.05.2020 16:57
VHOZ2 Index;52,5;1000;;18.05.2020 17:02
VHOZ2 Index;52,5;1000;;19.05.2020 18:55
VHOZ2 Index;53;1000;;19.05.2020 18:55
VHOZ2 Index;52;10000;;20.05.2020 11:22
VHOZ2 Index;52;5000;;20.05.2020 11:22
VHOZ2 Index;52;17000;;20.05.2020 11:33
VHOZ2 Index;52;2000;;20.05.2020 11:42
VHOZ2 Index;52;3000;;20.05.2020 11:49
VHOZ2 Index;53,5;1000;;20.05.2020 17:06
VHOZ2 Index;54;3000;;21.05.2020 10:45
VHOZ2 Index;56,5;3000;;22.05.2020 11:55
VHOZ2 Index;56;5000;;22.05.2020 17:04
VHOZ2 Index;55;800;;22.05.2020 17:28
VHOZ2 Index;55,5;3200;;22.05.2020 17:28
VHOZ2 Index;55,5;1750;;25.05.2020 11:33
VHOZ2 Index;56;1750;;25.05.2020 11:34
VHOZ2 Index;55;3500;;26.05.2020 10:57
VHOZ2 Index;54;3500;;27.05.2020 11:32
VHOZ2 Index;53;3500;;28.05.2020 10:55
VHOZ2 Index;53;1000;;28.05.2020 11:07
VHOZ2 Index;52,5;5000;;28.05.2020 11:27
VHOZ2 Index;52,5;4000;;28.05.2020 11:58
VHOZ2 Index;52,5;3500;;29.05.2020 11:03
VHOZ2 Index;53;6000;;29.05.2020 11:26
VHOZ2 Index;52;3000;;29.05.2020 16:41
VHOZ2 Index;52;2000;;29.05.2020 17:19
VHOZ2 Index;52;3000;;29.05.2020 17:22
VHOZ2 Index;52,5;3500;;01.06.2020 10:56
VHOZ2 Index;52;5000;;01.06.2020 13:09
VHOZ2 Index;52;2000;;01.06.2020 14:57
VHOZ2 Index;52;4000;;02.06.2020 11:02
VHOZ2 Index;52,5;4000;;02.06.2020 11:03
VHOZ2 Index;52;5000;;02.06.2020 11:56
VHOZ2 Index;52,5;100;;02.06.2020 17:42
VHOZ2 Index;51,5;6000;;03.06.2020 10:59
VHOZ2 Index;51,5;4000;;03.06.2020 11:55
VHOZ2 Index;49,5;5000;;03.06.2020 14:55
VHOZ2 Index;50;1500;;03.06.2020 15:01
VHOZ2 Index;49,5;6000;;03.06.2020 17:25
VHOZ2 Index;49,5;5000;;04.06.2020 16:11
VHOZ2 Index;49,5;2000;;04.06.2020 16:37
VHOZ2 Index;49,5;8000;;04.06.2020 16:53
VHOZ2 Index;48,5;5000;;05.06.2020 11:16
VHOZ2 Index;47;2000;;08.06.2020 10:39
VHOZ2 Index;48;5000;;09.06.2020 17:26
VHOZ2 Index;47,5;6000;;09.06.2020 18:10
VHOZ2 Index;47,5;3000;;10.06.2020 10:59
VHOZ2 Index;47,5;3000;;10.06.2020 10:59
VHOZ2 Index;47;2000;;10.06.2020 12:32
VHOZ2 Index;47,5;1000;;10.06.2020 14:09
VHOZ2 Index;47;1000;;10.06.2020 14:09
VHOZ2 Index;47;5000;;10.06.2020 16:06
VHOZ2 Index;47,5;2000;;11.06.2020 11:45
VHOZ2 Index;47,5;5000;;11.06.2020 11:48
VHOZ2 Index;47,5;3000;;11.06.2020 14:38
VHOZ2 Index;47;4000;;11.06.2020 17:15
VHOZ2 Index;48;5000;;15.06.2020 09:12
VHOZ2 Index;46;200;;16.06.2020 10:50
VHOZ2 Index;44;2500;;16.06.2020 13:50
VHOZ2 Index;46;5000;;17.06.2020 16:52
VHOZ2 Index;41;5000;;19.06.2020 15:31
VHOZ2 Index;41;6000;;22.06.2020 15:18
VHOZ2 Index;41;2000;;22.06.2020 15:38
VHOZ2 Index;41;5000;;22.06.2020 15:58
VHOZ2 Index;40;6000;;23.06.2020 12:13
VHOZ2 Index;41,5;5000;;23.06.2020 16:36
VHOZ2 Index;41,5;5000;;23.06.2020 16:39
VHOZ2 Index;41;2500;;25.06.2020 17:33
VHOZ2 Index;41,5;5000;;29.06.2020 12:20
VHOZ2 Index;41,5;10000;;29.06.2020 12:28
VHOZ2 Index;41,5;3000;;30.06.2020 11:14
VHOZ2 Index;42;3000;;30.06.2020 11:14
VHOZ2 Index;41;5000;;01.07.2020 17:45
VHOZ2 Index;40;3000;;02.07.2020 16:21
VHOZ2 Index;40;5000;;02.07.2020 17:43
VHOZ2 Index;40;2000;;02.07.2020 17:47
VHOZ2 Index;40,5;500;;03.07.2020 12:05
VHOZ2 Index;41;500;;03.07.2020 12:05
VHOZ2 Index;40,5;2000;;03.07.2020 17:35
VHOZ2 Index;42;5000;;08.07.2020 10:40
VHOZ2 Index;43;8000;;08.07.2020 18:11
VHOZ2 Index;42,5;5000;;09.07.2020 16:41
VHOZ2 Index;42,5;10000;;09.07.2020 17:32
VHOZ2 Index;42,5;100;;17.07.2020 14:28
VHOZ2 Index;42,5;3000;;17.07.2020 14:44
VHOZ2 Index;42,5;2000;;17.07.2020 15:18
VHOZ2 Index;41,5;1500;;21.07.2020 11:23
VHOZ2 Index;42;1500;;21.07.2020 11:24
VHOZ2 Index;41;5000;;21.07.2020 15:23
VHOZ2 Index;41;4000;;27.07.2020 13:08
VHOZ2 Index;41;4000;;27.07.2020 13:08
VHOZ2 Index;41,5;2400;;28.07.2020 10:59
VHOZ2 Index;41;600;;28.07.2020 10:59
VHOZ2 Index;41;5000;;29.07.2020 12:32
VHOZ2 Index;41;2500;;31.07.2020 10:58
VHOZ2 Index;41,5;2500;;31.07.2020 10:58
VHOZ2 Index;41,5;5000;;03.08.2020 16:35
VHOZ2 Index;41;2000;;04.08.2020 16:39
VHOZ2 Index;40,5;3000;;04.08.2020 16:40
VHOZ2 Index;40,5;2000;;07.08.2020 10:52
VHOZ2 Index;40,5;5000;;07.08.2020 15:08
VHOZ2 Index;39,5;5000;;12.08.2020 10:28
VHOZ2 Index;39;5000;;17.08.2020 12:53
VHOZ2 Index;38,5;4000;;19.08.2020 10:14
VHOZ2 Index;38,5;5000;;19.08.2020 12:58
VHOZ2 Index;38,5;5000;;20.08.2020 11:58
VHOZ2 Index;38,5;5000;;21.08.2020 15:06
VHOZ2 Index;38,5;9500;;25.08.2020 11:55
VHOZ2 Index;38;4000;;25.08.2020 16:49
VHOZ2 Index;37,5;3750;;27.08.2020 11:41
VHOZ2 Index;37,5;640;;27.08.2020 11:48
VHOZ2 Index;37,5;6000;;27.08.2020 14:11
VHOZ2 Index;37;5000;;03.09.2020 13:41
VHOZ2 Index;37;1000;;03.09.2020 17:25
VHOZ2 Index;37,5;3000;;03.09.2020 17:30
VHOZ2 Index;37,5;1000;;04.09.2020 16:44
VHOZ2 Index;37;2500;;09.09.2020 12:25
VHOZ2 Index;36,5;1000;;09.09.2020 15:29
VHOZ2 Index;36,5;2000;;09.09.2020 16:23
VHOZ2 Index;37;5000;;09.09.2020 16:28
VHOZ2 Index;37,5;1000;;10.09.2020 17:27
VHOZ2 Index;33,5;3000;;16.09.2020 13:27
VHOZ2 Index;33,5;10000;;16.09.2020 13:41
VHOZ2 Index;33,5;2000;;16.09.2020 15:59
VHOZ2 Index;34;2000;;16.09.2020 15:59
VHOZ2 Index;34;7000;;16.09.2020 17:40
VHOZ2 Index;34,5;5000;;17.09.2020 18:18
VHOZ2 Index;33,5;3000;;18.09.2020 10:17
VHOZ2 Index;33,5;5000;;18.09.2020 11:19
VHOZ2 Index;33,5;2000;;18.09.2020 11:25
VHOZ2 Index;33,5;2000;;18.09.2020 11:34
VHOZ2 Index;34;5000;;18.09.2020 12:34
VHOZ2 Index;34;5000;;18.09.2020 12:53
VHOZ2 Index;34;3000;;21.09.2020 10:43
VHOZ2 Index;34;3000;;21.09.2020 11:41
VHOZ2 Index;34;2000;;21.09.2020 11:46
VHOZ2 Index;33,5;5000;;21.09.2020 17:42
VHOZ2 Index;33,5;2500;;23.09.2020 11:16
VHOZ2 Index;34;2500;;23.09.2020 11:17
VHOZ2 Index;33,5;5000;;24.09.2020 11:23
VHOZ2 Index;33,5;1000;;25.09.2020 16:13
VHOZ2 Index;33,5;500;;25.09.2020 17:48
VHOZ2 Index;33;5000;;29.09.2020 11:45
VHOZ2 Index;33;3000;;29.09.2020 11:55
VHOZ2 Index;33;5000;;02.10.2020 12:14
VHOZ2 Index;33;2000;;02.10.2020 12:57
VHOZ2 Index;33;2000;;02.10.2020 17:06
VHOZ2 Index;33;2000;;02.10.2020 17:25
VHOZ2 Index;32;5000;;05.10.2020 16:23
VHOZ2 Index;32;4000;;05.10.2020 16:27
VHOZ2 Index;32,5;2500;;05.10.2020 17:47
VHOZ2 Index;32;3000;;06.10.2020 12:32
VHOZ2 Index;32;3000;;06.10.2020 13:40
VHOZ2 Index;32;5000;;07.10.2020 12:39
VHOZ2 Index;31,5;2000;;07.10.2020 14:16
VHOZ2 Index;31,5;1000;;07.10.2020 14:22
VHOZ2 Index;31,5;2000;;07.10.2020 15:36
VHOZ2 Index;32;5000;;09.10.2020 16:53
VHOZ2 Index;33;5000;;13.10.2020 14:21
VHOZ2 Index;33;1000;;13.10.2020 14:27
VHOZ2 Index;33;2000;;13.10.2020 14:34
VHOZ2 Index;33;5000;;13.10.2020 14:46
VHOZ2 Index;33;7000;;14.10.2020 11:31
VHOZ2 Index;33;1250;;14.10.2020 17:36
VHOZ2 Index;33,5;1250;;14.10.2020 17:37
VHOZ2 Index;33;5000;;15.10.2020 11:14
VHOZ2 Index;33;2000;;15.10.2020 11:41
VHOZ2 Index;32,5;1000;;15.10.2020 16:14
VHOZ2 Index;31,5;15000;;20.10.2020 12:08
VHOZ2 Index;31,5;2000;;21.10.2020 17:49
VHOZ2 Index;31,5;2000;;21.10.2020 17:54
VHOZ2 Index;31,5;3000;;26.10.2020 15:40
VHOZ2 Index;31;5000;;28.10.2020 12:45
VHOZ2 Index;31,5;4000;;29.10.2020 10:46
VHOZ2 Index;31;2000;;29.10.2020 11:20
VHOZ2 Index;33;5000;;29.10.2020 17:12
VHOZ2 Index;32,5;5000;;02.11.2020 13:59
VHOZ3 Index;52;5000;;02.12.2019 11:36
VHOZ3 Index;53;10000;;02.12.2019 17:28
VHOZ3 Index;52;2500;;05.12.2019 12:08
VHOZ3 Index;51,5;1000;;10.12.2019 12:45
VHOZ3 Index;51,5;2000;;10.12.2019 12:46
VHOZ3 Index;51,5;1500;;13.12.2019 13:19
VHOZ3 Index;52;1500;;13.12.2019 13:19
VHOZ3 Index;52;7000;;19.12.2019 11:38
VHOZ3 Index;52;5000;;20.12.2019 17:15
VHOZ3 Index;51;1000;;06.01.2020 17:50
VHOZ3 Index;51,5;2500;;07.01.2020 10:34
VHOZ3 Index;51,5;1000;;07.01.2020 11:14
VHOZ3 Index;52,5;5000;;08.01.2020 13:40
VHOZ3 Index;52,5;5000;;08.01.2020 14:42
VHOZ3 Index;50,5;2500;;09.01.2020 13:51
VHOZ3 Index;51;2500;;09.01.2020 13:51
VHOZ3 Index;50,5;1000;;09.01.2020 15:37
VHOZ3 Index;50,5;4000;;09.01.2020 15:38
VHOZ3 Index;51;4000;;09.01.2020 16:05
VHOZ3 Index;50;186;;09.01.2020 17:06
VHOZ3 Index;50,5;186;;09.01.2020 17:06
VHOZ3 Index;50,5;1000;;09.01.2020 17:55
VHOZ3 Index;50,5;2500;;10.01.2020 15:14
VHOZ3 Index;50;2500;;10.01.2020 15:14
VHOZ3 Index;50;3000;;13.01.2020 11:37
VHOZ3 Index;50;3000;;13.01.2020 14:01
VHOZ3 Index;49,5;375;;13.01.2020 14:38
VHOZ3 Index;50;375;;13.01.2020 14:38
VHOZ3 Index;49,5;2500;;13.01.2020 17:39
VHOZ3 Index;50;2500;;13.01.2020 17:40
VHOZ3 Index;49,5;2500;;14.01.2020 11:01
VHOZ3 Index;50;2500;;14.01.2020 11:01
VHOZ3 Index;50;7000;;14.01.2020 13:28
VHOZ3 Index;50;5000;;14.01.2020 14:14
VHOZ3 Index;50;5000;;14.01.2020 14:36
VHOZ3 Index;50;2500;;14.01.2020 15:48
VHOZ3 Index;50;2500;;14.01.2020 16:25
VHOZ3 Index;49,5;3000;;16.01.2020 11:04
VHOZ3 Index;49;3000;;20.01.2020 13:26
VHOZ3 Index;49;4000;;20.01.2020 13:40
VHOZ3 Index;50;7000;;24.01.2020 14:21
VHOZ3 Index;50;5000;;24.01.2020 15:42
VHOZ3 Index;49,5;2500;;27.01.2020 11:57
VHOZ3 Index;50;2500;;27.01.2020 11:57
VHOZ3 Index;50;3000;;27.01.2020 13:03
VHOZ3 Index;49,5;3000;;30.01.2020 17:17
VHOZ3 Index;50;2000;;31.01.2020 11:44
VHOZ3 Index;51;1500;;03.02.2020 10:43
VHOZ3 Index;51;1500;;03.02.2020 10:58
VHOZ3 Index;50;3000;;04.02.2020 12:32
VHOZ3 Index;49,5;2500;;05.02.2020 12:45
VHOZ3 Index;49,5;2500;;05.02.2020 12:51
VHOZ3 Index;48,5;2500;;10.02.2020 14:56
VHOZ3 Index;49,5;800;;20.02.2020 16:43
VHOZ3 Index;50;1200;;20.02.2020 16:44
VHOZ3 Index;51,5;1000;;24.02.2020 15:12
VHOZ3 Index;51,5;1000;;24.02.2020 16:10
VHOZ3 Index;51;2000;;25.02.2020 11:15
VHOZ3 Index;51,5;2000;;25.02.2020 11:15
VHOZ3 Index;53;5000;;26.02.2020 14:05
VHOZ3 Index;53;3000;;26.02.2020 15:36
VHOZ3 Index;53;2500;;27.02.2020 11:54
VHOZ3 Index;55;3000;;28.02.2020 11:30
VHOZ3 Index;54,5;6000;;28.02.2020 11:37
VHOZ3 Index;53,5;2500;;28.02.2020 13:44
VHOZ3 Index;54;2500;;28.02.2020 13:44
VHOZ3 Index;54,5;2000;;28.02.2020 17:22
VHOZ3 Index;54,5;2000;;28.02.2020 17:36
VHOZ3 Index;54,5;200;;02.03.2020 12:46
VHOZ3 Index;55;800;;02.03.2020 12:47
VHOZ3 Index;54;3000;;02.03.2020 14:34
VHOZ3 Index;53,5;4000;;03.03.2020 12:08
VHOZ3 Index;53;3000;;03.03.2020 13:40
VHOZ3 Index;52;1000;;04.03.2020 12:45
VHOZ3 Index;52;1000;;04.03.2020 12:46
VHOZ3 Index;52;1000;;04.03.2020 12:47
VHOZ3 Index;52;750;;04.03.2020 16:24
VHOZ3 Index;52,5;2000;;05.03.2020 11:12
VHOZ3 Index;56;2000;;06.03.2020 11:49
VHOZ3 Index;56;3000;;06.03.2020 11:50
